"Manufacturer", "Device", "Core", {Flash areas}, {RAM areas}
"Unspecified", "Unspecified", "Unspecified", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "ARM7", "ARM7", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "ARM9", "ARM9", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "ARM11", "ARM11", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "Cortex-A5", "Cortex-A5", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "Cortex-A8", "Cortex-A8", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "Cortex-A9", "Cortex-A9", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "Cortex-M0", "Cortex-M0", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "Cortex-M0+", "Cortex-M0", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "Cortex-M1", "Cortex-M1", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "Cortex-M3", "Cortex-M3", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "Cortex-M4", "Cortex-M4", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "Cortex-R4", "Cortex-R4", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "Cortex-R5", "Cortex-R4", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Unspecified", "RX", "RX", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Actel", "A2F060M3E", "Cortex-M3", {0x60000000, 0x00020000}, {0x20000000, 0x00004000}
"Actel", "A2F060M3F", "Cortex-M3", {0x60000000, 0x00040000}, {0x20000000, 0x00004000}
"Actel", "A2F060M3G", "Cortex-M3", {0x60000000, 0x00080000}, {0x20000000, 0x00004000}
"Actel", "A2F200M3E", "Cortex-M3", {0x60000000, 0x00020000}, {0x20000000, 0x00010000}
"Actel", "A2F200M3F", "Cortex-M3", {0x60000000, 0x00040000}, {0x20000000, 0x00010000}
"Actel", "A2F200M3G", "Cortex-M3", {0x60000000, 0x00080000}, {0x20000000, 0x00010000}
"Actel", "A2F500M3E", "Cortex-M3", {0x60000000, 0x00020000}, {0x20000000, 0x00010000}
"Actel", "A2F500M3F", "Cortex-M3", {0x60000000, 0x00040000}, {0x20000000, 0x00010000}
"Actel", "A2F500M3G", "Cortex-M3", {0x60000000, 0x00080000}, {0x20000000, 0x00010000}
"Actel", "M2S005", "Cortex-M3", {0x60000000, 0x00020000}, {0x20000000, 0x00010000}
"Actel", "M2S010", "Cortex-M3", {0x60000000, 0x00040000}, {0x20000000, 0x00010000}
"Actel", "M2S025", "Cortex-M3", {0x60000000, 0x00040000}, {0x20000000, 0x00010000}
"Actel", "M2S050", "Cortex-M3", {0x60000000, 0x00040000}, {0x20000000, 0x00010000}
"Actel", "M2S080", "Cortex-M3", {0x60000000, 0x00080000}, {0x20000000, 0x00010000}
"Actel", "M2S120", "Cortex-M3", {0x60000000, 0x00080000}, {0x20000000, 0x00010000}
"Altera", "Cyclone V", "Cortex-A9", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Analog", "AD7160", "Cortex-M3", {0x00000000, 0x00008000}, {0x20000000, 0x00001000}
"Analog", "ADSP-CM402BSWZ-EF", "Cortex-M4", {0x18000000, 0x00080000}, {0x10000000, 0x00010000}
"Analog", "ADSP-CM402BSWZ-FF", "Cortex-M4", {0x18000000, 0x00040000}, {0x10000000, 0x00010000}
"Analog", "ADSP-CM403BSWZ-CF", "Cortex-M4", {0x18000000, 0x00200000}, {0x10000000, 0x00010000}
"Analog", "ADSP-CM403BSWZ-EF", "Cortex-M4", {0x18000000, 0x00080000}, {0x10000000, 0x00010000}
"Analog", "ADSP-CM403BSWZ-FF", "Cortex-M4", {0x18000000, 0x00040000}, {0x10000000, 0x00010000}
"Analog", "ADSP-CM407BSWZ-AF", "Cortex-M4", {0x18000000, 0x00200000}, {0x10000000, 0x00010000}
"Analog", "ADSP-CM407BSWZ-BF", "Cortex-M4", {0x18000000, 0x00200000}, {0x10000000, 0x00010000}
"Analog", "ADSP-CM407BSWZ-DF", "Cortex-M4", {0x18000000, 0x00100000}, {0x10000000, 0x00010000}
"Analog", "ADSP-CM408BSWZ-AF", "Cortex-M4", {0x18000000, 0x00200000}, {0x10000000, 0x00010000}
"Analog", "ADSP-CM408BSWZ-BF", "Cortex-M4", {0x18000000, 0x00200000}, {0x10000000, 0x00010000}
"Analog", "ADuC7019", "ARM7TDMI", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Analog", "ADuC7020x62", "ARM7TDMI", {0x00080000, 0x0000F800}, {0x00010000, 0x00002000}
"Analog", "ADuC7021x32", "ARM7TDMI", {0x00080000, 0x00008000}, {0x00010000, 0x00001000}
"Analog", "ADuC7021x62", "ARM7TDMI", {0x00080000, 0x0000F800}, {0x00010000, 0x00002000}
"Analog", "ADuC7022x32", "ARM7TDMI", {0x00080000, 0x00008000}, {0x00010000, 0x00001000}
"Analog", "ADuC7022x62", "ARM7TDMI", {0x00080000, 0x0000F800}, {0x00010000, 0x00002000}
"Analog", "ADuC7023", "ARM7TDMI-S", {0x00080000, 0x0000F800}, {0x00010000, 0x00002000}
"Analog", "ADuC7024x62", "ARM7TDMI", {0x00080000, 0x0000F800}, {0x00010000, 0x00002000}
"Analog", "ADuC7025x32", "ARM7TDMI", {0x00080000, 0x00008000}, {0x00010000, 0x00001000}
"Analog", "ADuC7025x62", "ARM7TDMI", {0x00080000, 0x0000F800}, {0x00010000, 0x00002000}
"Analog", "ADuC7026x62", "ARM7TDMI", {0x00080000, 0x0000F800}, {0x00010000, 0x00002000}
"Analog", "ADuC7027x62", "ARM7TDMI", {0x00080000, 0x0000F800}, {0x00010000, 0x00002000}
"Analog", "ADuC7028x62", "ARM7TDMI", {0x00080000, 0x0000F800}, {0x00010000, 0x00002000}
"Analog", "ADuC7029", "ARM7", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Analog", "ADuC7030", "ARM7TDMI", {0x00080000, 0x00007800}, {0x00040000, 0x00001000}
"Analog", "ADuC7031", "ARM7TDMI", {0x00080000, 0x00007800}, {0x00040000, 0x00001000}
"Analog", "ADuC7032", "ARM7TDMI", {0x00080000, 0x00017800}, {0x00040000, 0x00001800}
"Analog", "ADuC7033", "ARM7TDMI", {0x00080000, 0x00017800}, {0x00040000, 0x00001800}
"Analog", "ADuC7034", "ARM7TDMI", {0x00080000, 0x00007800}, {0x00040000, 0x00001000}
"Analog", "ADuC7036", "ARM7TDMI", {0x00080000, 0x00017800}, {0x00040000, 0x00001800}
"Analog", "ADuC7038", "ARM7TDMI-S", {0x00080000, 0x0000F800}, {0x00040000, 0x00001000}
"Analog", "ADuC7039", "ARM7TDMI-S", {0x00000000, 0x00000000}, {0x00000000, 0x00000000}
"Analog", "ADuC7060", "ARM7TDMI", {0x00080000, 0x00007800}, {0x00040000, 0x00001000}
"Analog", "ADuC7061", "ARM7TDMI", {0x00080000, 0x00007800}, {0x00040000, 0x00001000}
"Analog", "ADuC7062", "ARM7TDMI", {0x00080000, 0x00007800}, {0x00040000, 0x00001000}
"Analog", "ADuC7121", "ARM7TDMI", {0x00080000, 0x0001F800}, {0x00040000, 0x00002000}
"Analog", "ADuC7122", "ARM7TDMI", {0x00080000, 0x0001F800}, {0x00040000, 0x00002000}
